numero_coleta;cliente_id;cliente;razao_social;mtr;ticket;residuo_coleta;peso_liquido_kg;status_conferencia;esteira;motivo;contrato_residuo_match;valor_unitario_contrato;faturamento_minimo_kg;unidade_medida;residuos_no_contrato;caminhoes_com_valor;pendencias_view;acao_sugerida;residuo_contrato_correto;valor_corrigido;unidade_medida_nova;faturamento_minimo_kg_novo;confirmado
90201;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260602-154217;154217;CLASSE II — Classe II;300;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90248;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260605-095107;095107;CLASSE II — Classe II;320;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90270;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260608-094511;094511;CLASSE II — Classe II;320;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90305;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260609-152628;152628;CLASSE II — Classe II;140;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90082;3c1a14f7-ac00-4096-be66-c36fd0380296;TUDO PDV GRAFICA LTDA;TUDO PDV GRAFICA LTDA;MTR-20260527-173547;173547;MIX DE CONTAMINADO — Classe I;1610;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE CONTAMINADO;0;;kg;MIX DE CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE CONTAMINADO;;kg;;
90038;ab442b92-6e37-41db-ab29-50da00d36d1a;"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";MTR-20260527-093212;093212;EFLUENTE — LÍQUIDO;11910;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;EFLUENTE — LÍQUIDO;;kg;;
90042;ab442b92-6e37-41db-ab29-50da00d36d1a;"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";MTR-20260527-093736;093736;EFLUENTE — LÍQUIDO;40320;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;EFLUENTE — LÍQUIDO;;kg;;
90099;ab442b92-6e37-41db-ab29-50da00d36d1a;"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";MTR-20260529-090119;090119;EFLUENTE — LÍQUIDO;11660;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;EFLUENTE — LÍQUIDO;;kg;;
90101;ab442b92-6e37-41db-ab29-50da00d36d1a;"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";"UNIMETAL SÃO VICENTE INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA";MTR-20260529-085955;085955;EFLUENTE — LÍQUIDO;34000;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;EFLUENTE — LÍQUIDO;;kg;;
90010;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260526-085219;085219;RECICLADO — Classe II;1970;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;0;kg;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;0;
90069;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260529-104546;104546;RECICLADO — Classe II;2440;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;0;kg;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;0;
90074;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260527-173808;173808;RECICLADO — Classe II;22390;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;0;kg;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;0;
90092;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260527-174237;174237;RESÍDUO CLASSE II — Classe II;20530;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;RESÍDUO CLASSE II — Classe II;;kg;;
90093;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260527-174105;174105;RESÍDUO CLASSE II — Classe II;22770;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;RESÍDUO CLASSE II — Classe II;;kg;;
90100;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260527-173913;173913;RESÍDUO CLASSE II — Classe II;20370;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;RESÍDUO CLASSE II — Classe II;;kg;;
90138;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260529-162710;162710;RECICLADO — Classe II;3780;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;0;kg;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;0;
90140;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260601-131951;131951;RESÍDUO CLASSE II — Classe II;20370;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;RESÍDUO CLASSE II — Classe II;;kg;;
90154;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260602-150429;150429;RESÍDUO CLASSE II — Classe II;3090;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;RESÍDUO CLASSE II — Classe II;;kg;;
90246;9c7297ae-8cab-41db-a2d8-79b7c766d737;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA;MTR-20260605-143519;143519;RECICLADO — Classe II;4300;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;0;kg;RECICLADO (R$ 0/un) | EFLUENTE (R$ 0.3/un) | Fossa Septica (R$ 0/un);VACUO;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;0;
90022;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260526-114007;114007;RECICLADO;430;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RECICLADO;0;;kg;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RECICLADO;;kg;;
90067;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260526-114007;114007-1;PLÁSTICO;220;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;PLÁSTICO;;kg;;
90068;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260526-114007;114007-2;PAPEL;210;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;PAPEL;;kg;;
90125;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260601-131517;131517;AGUA CONTAMINADA;11900;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;AGUA CONTAMINADA;0;;kg;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;AGUA CONTAMINADA;;kg;;
90136;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260529-161341;161341;CLASSE II;960;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;CLASSE II;;kg;;
90156;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260601-162634;162634;MIX — Classe I;430;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX;0;;kg;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX;;kg;;
90295;f28d76bf-b4d2-4942-9d6e-e1ea3ac6a143;"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";"VALMET CELULOSE, PAPEL E ENERGIA LTDA.";MTR-20260609-154249;154249;AGUA CONTAMINADA — Classe I;13400;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;AGUA CONTAMINADA;0;;kg;AGUA CONTAMINADA (R$ 0/un) | BORRA OLEOSA (R$ 0/un) | MIX (R$ 0/un) | RECICLADO (R$ 0/un) | LIXO COMUM (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;AGUA CONTAMINADA;;kg;;
90118;b6c78e89-c88c-44e6-880e-e26cdc709ea0;VIAÇÃO METRÓPOLE PAULISTA S/A;VIAÇÃO METRÓPOLE PAULISTA S/A;MTR-20260528-182647;182647;MIX CONTAMINADO;2850;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX CONTAMINADO;0;;kg;MIX CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX CONTAMINADO;;kg;;
